cycles,issued,ipc,disp,disp_stalls,reorder_frac,reorder_when_ready,mean_ids_changed,mean_mA,peak_mA,p95_mA,mean_mW,peak_mW,energy_nJ,sum_abs_dI_mA,mean_abs_dI_mA,max_dI_mA,n_edges_15mA,n_edges_25mA,hf_peak_mA,hf_rms_mA,plateau_cyc,quiet_frac,energy_nJ_per_uop,scenario,policy
12000,23998,1.9998333333333334,24000,0,0.0,0.0,0.0,91.96783333333333,154.0,120.0,101.16461666666667,169.4,3.6419262,121898.0,10.159013251104259,80.0,3812,1046,55.75,12.899957858862045,2.102774521297382,0.44845403783648635,0.00015175957163096924,hello_like,default
12000,23998,1.9998333333333334,24000,0,0.14216666666666666,0.14579950431587044,0.2985833333333333,91.87733333333334,152.0,120.0,101.06506666666668,167.20000000000002,3.6383424,116010.0,9.668305692141011,76.0,3657,971,57.5,12.83844522445183,2.178129829984544,0.469789149095758,0.00015161023418618219,hello_like,pack
12000,23998,1.9998333333333334,24000,0,0.0,0.0,0.0,159.15033333333332,257.0,205.0,175.06536666666668,282.70000000000005,6.3023532000000015,219821.0,18.319943328610716,98.0,5975,3471,88.875,24.877076782024652,1.2996515679442509,0.21760146678889908,0.00026261993499458297,int_chatter,default
12000,23998,1.9998333333333334,24000,0,0.204,0.20964288772801234,0.37133333333333335,158.8805,255.0,205.0,174.76855000000003,280.5,6.2916678,202169.0,16.848820735061256,116.0,5383,3153,89.375,24.40024900882588,1.4078780177890724,0.2770230852571048,0.00026217467288940744,int_chatter,pack
12000,23989,1.9990833333333333,24000,0,0.0,0.0,0.0,132.653,149.0,147.0,145.91830000000002,163.9,5.253058800000001,110283.0,9.191015917993166,42.0,2454,749,65.25,9.844275928410758,1.7956538314906596,0.3925327110592549,0.00021897781483179793,int_port_mix,default
12000,23984,1.9986666666666666,24000,0,0.8275,0.82756896408034,2.2716666666666665,130.43841666666665,147.0,139.0,143.48225833333333,161.70000000000002,5.165361300000001,15053.0,1.2545212101008418,34.0,204,11,55.0625,4.228072377413357,14.396129032258065,0.929827485623802,0.0002153669654769847,int_port_mix,pack
12000,23999,1.9999166666666666,24000,0,0.0,0.0,0.0,223.261,312.0,274.0,245.58710000000002,343.20000000000005,8.8411356,247847.0,20.65563796983082,128.0,6359,4481,122.5,28.743648477524196,1.3426636568848758,0.24785398783231935,0.00036839599983332636,high_heavy,default
12000,23999,1.9999166666666666,24000,0,0.12183333333333334,0.1254289636238847,0.21283333333333335,222.74591666666666,312.0,274.0,245.02050833333334,343.20000000000005,8.820738299999999,233505.0,19.46037169764147,128.0,5976,4191,122.5,27.960314981544602,1.3729316928298685,0.2696891407617301,0.0003675460769198716,high_heavy,pack
